PID,X,Y,Z
137743,243022.277222,8196989.997314,3396.0
137744,243022.277222,8196995.39624,3398.0
137745,243022.2854,8196517.698242,3504.0
137746,243022.2854,8196518.998047,3502.0
137747,243022.2854,8196660.203857,3468.0
137748,243022.2854,8197004.204834,3408.0
137749,243022.293701,8196524.786865,3484.0
137750,243022.293701,8196623.800049,3474.0
137751,243022.293701,8196662.803223,3472.0
137752,243022.293701,8196843.002441,3418.0
137753,243022.293701,8197018.202393,3402.0
137754,243022.293701,8197050.996826,3376.0
137755,243022.30188,8196613.801758,3464.0
137756,243022.30188,8196955.803223,3402.0
137757,243022.310181,8196519.067871,3502.0
137758,243022.310181,8196623.000244,3468.0
137759,243022.310181,8196624.0,3474.0
137760,243022.310181,8196636.197998,3472.0
137761,243022.310181,8196638.797363,3468.0
137762,243022.310181,8196680.800293,3468.0
137763,243022.310181,8197052.59668,3376.0
137764,243022.318481,8196519.337891,3500.0
137765,243022.318481,8196636.0979,3472.0
137766,243022.318481,8196675.201172,3482.0
137767,243022.318481,8196754.397705,3452.0
137768,243022.318481,8196775.543945,3442.0
137769,243022.318481,8196823.055908,3424.0
137770,243022.318481,8197023.001709,3390.0
137771,243022.32666,8196151.380981,3530.0
137772,243022.32666,8196518.998047,3502.0
137773,243022.32666,8196623.870117,3474.0
137774,243022.32666,8196635.997803,3472.0
137775,243022.32666,8196763.586182,3448.0
137776,243022.32666,8197021.401855,3394.0
137777,243022.334961,8196497.751709,3522.0
137778,243022.334961,8196505.800293,3514.0
137779,243022.334961,8196518.397949,3504.0
137780,243022.334961,8196519.5979,3498.0
137781,243022.334961,8196623.600098,3472.0
137782,243022.334961,8196679.000488,3474.0
137783,243022.334961,8196694.997803,3470.0
137784,243022.334961,8196789.801514,3436.0
137785,243022.34314,8196153.900513,3530.0
137786,243022.34314,8196447.60022,3550.0
137787,243022.34314,8196483.604004,3542.0
137788,243022.34314,8196519.86792,3496.0
137789,243022.34314,8196623.070068,3468.0
137790,243022.34314,8196623.330078,3470.0
137791,243022.34314,8196948.804443,3404.0
137792,243022.34314,8197008.593994,3408.0
137793,243022.35144,8196517.29834,3506.0
137794,243022.35144,8196529.196289,3482.0
137795,243022.35144,8196533.995361,3464.0
137796,243022.35144,8196998.99585,3402.0
137797,243022.359619,8196494.802002,3524.0
137798,243022.359619,8196565.47998,3476.0
137799,243022.359619,8196614.391602,3464.0
137800,243022.359619,8196630.998779,3474.0
137801,243022.359619,8196693.998047,3470.0
137802,243022.359619,8197054.196289,3376.0
137803,243022.36792,8196442.551025,3550.0
137804,243022.36792,8196607.602783,3466.0
137805,243022.36792,8196649.935547,3468.0
137806,243022.36792,8196788.601807,3436.0
137807,243022.36792,8196932.597168,3406.0
137808,243022.376099,8196517.598145,3506.0
137809,243022.376099,8196623.070068,3468.0
137810,243022.376099,8196772.804443,3444.0
137811,243022.376099,8196778.003662,3440.0
137812,243022.376099,8196973.230225,3398.0
137813,243022.376099,8197039.998779,3382.0
137814,243022.376099,8197070.603516,3376.0
137815,243022.384399,8196427.783569,3546.0
137816,243022.384399,8196615.001465,3464.0
137817,243022.384399,8196615.401367,3464.0
137818,243022.384399,8196668.202393,3478.0
137819,243022.384399,8196675.311279,3482.0
137820,243022.392578,8196152.840698,3530.0
137821,243022.392578,8197054.796143,3376.0
137822,243022.400879,8196435.842163,3550.0
137823,243022.400879,8196871.617676,3414.0
137824,243022.40918,8196518.998047,3500.0
137825,243022.40918,8196524.596924,3484.0
137826,243022.40918,8196616.211426,3464.0
137827,243022.40918,8196631.998535,3474.0
137828,243022.40918,8196679.200439,3472.0
137829,243022.40918,8197000.595459,3404.0
137830,243022.417358,8196556.001709,3474.0
137831,243022.425659,8196433.842529,3550.0
137832,243022.425659,8196793.400879,3432.0
137833,243022.425659,8197012.003418,3406.0
137834,243022.433838,8196631.398682,3474.0
137835,243022.433838,8196640.197266,3466.0
137836,243022.433838,8196679.000488,3476.0
137837,243022.433838,8196717.604004,3462.0
137838,243022.433838,8196763.796143,3448.0
137839,243022.433838,8196833.00415,3420.0
137840,243022.433838,8197001.395264,3406.0
137841,243022.433838,8197020.002197,3396.0
137842,243022.433838,8197055.795898,3376.0
137843,243022.442139,8196616.001465,3464.0
137844,243022.442139,8196638.797363,3468.0
137845,243022.442139,8196717.00415,3462.0
137846,243022.442139,8196816.796875,3426.0
137847,243022.442139,8196949.094238,3404.0
137848,243022.442139,8197019.002197,3400.0
137849,243022.450317,8196630.598877,3474.0
137850,243022.450317,8196932.906982,3406.0
137851,243022.450317,8196998.795898,3402.0
137852,243022.450317,8197014.603027,3404.0
137853,243022.450317,8197052.996582,3376.0
137854,243022.458618,8196519.997803,3494.0
137855,243022.458618,8196675.401123,3482.0
137856,243022.458618,8196698.597168,3466.0
137857,243022.458618,8197014.792969,3404.0
137858,243022.458618,8197056.795898,3376.0
137859,243022.466797,8196152.10083,3530.0
137860,243022.466797,8196533.735352,3466.0
137861,243022.466797,8197009.00415,3408.0
137862,243022.475098,8196535.195068,3464.0
137863,243022.475098,8196636.587891,3472.0
137864,243022.475098,8196754.517578,3452.0
137865,243022.475098,8196785.202393,3436.0
137866,243022.483398,8196449.769775,3550.0
137867,243022.483398,8196534.635254,3464.0
137868,243022.483398,8196618.60083,3464.0
137869,243022.483398,8196697.397461,3468.0
137870,243022.483398,8196967.001221,3400.0
137871,243022.483398,8196997.99585,3400.0
137872,243022.483398,8197015.602783,3404.0
137873,243022.491577,8196454.908936,3550.0
137874,243022.491577,8196489.403076,3538.0
137875,243022.491577,8196518.998047,3498.0
137876,243022.491577,8196616.401367,3464.0
137877,243022.491577,8196623.330078,3470.0
137878,243022.491577,8196659.793945,3468.0
137879,243022.491577,8196998.795898,3402.0
137880,243022.491577,8197009.204102,3408.0
137881,243022.499878,8197015.00293,3404.0
137882,243022.499878,8197015.302979,3404.0
137883,243022.508057,8196607.602783,3466.0
137884,243022.508057,8196678.800537,3478.0
137885,243022.508057,8196694.997803,3470.0
137886,243022.516357,8196185.625122,3524.0
137887,243022.516357,8196495.4021,3524.0
137888,243022.516357,8196678.000732,3480.0
137889,243022.516357,8196861.199463,3416.0
137890,243022.516357,8196949.404297,3404.0
137891,243022.524536,8196524.197021,3484.0
137892,243022.524536,8196999.995605,3404.0
137893,243022.532837,8196606.603027,3468.0
137894,243022.532837,8196618.301025,3464.0
137895,243022.532837,8196632.398437,3474.0
137896,243022.532837,8196749.79834,3454.0
137897,243022.541016,8196604.003418,3470.0
137898,243022.541016,8196678.270752,3478.0
137899,243022.541016,8196896.003418,3410.0
137900,243022.549316,8196454.429077,3550.0
137901,243022.549316,8196678.400635,3478.0
137902,243022.549316,8196933.197021,3406.0
137903,243022.549316,8197070.203613,3376.0
137904,243022.557617,8196433.782593,3550.0
137905,243022.557617,8196520.227783,3492.0
137906,243022.557617,8196617.601074,3464.0
137907,243022.557617,8196679.000488,3476.0
137908,243022.557617,8196923.798584,3408.0
137909,243022.565796,8196618.000977,3464.0
137910,243022.565796,8196636.997803,3472.0
137911,243022.565796,8196638.997314,3468.0
137912,243022.565796,8196786.802002,3436.0
137913,243022.565796,8197003.405029,3408.0
137914,243022.574097,8196508.599854,3512.0
137915,243022.574097,8196518.998047,3496.0
137916,243022.574097,8196616.701172,3464.0
137917,243022.574097,8196678.530518,3476.0
137918,243022.574097,8196923.898682,3408.0
137919,243022.582275,8196544.003662,3470.0
137920,243022.582275,8196678.800537,3476.0
137921,243022.582275,8196758.996826,3450.0
137922,243022.590576,8196745.799072,3456.0
137923,243022.590576,8196773.054443,3444.0
137924,243022.590576,8196923.998535,3408.0
137925,243022.590576,8197070.003662,3376.0
137926,243022.598755,8196617.301025,3464.0
137927,243022.598755,8196623.600098,3472.0
137928,243022.598755,8196678.800537,3474.0
137929,243022.598755,8196763.895996,3448.0
137930,243022.598755,8196775.604004,3442.0
137931,243022.598755,8197057.395752,3376.0
137932,243022.607056,8196679.000488,3474.0
137933,243022.607056,8196679.200439,3476.0
137934,243022.607056,8197040.19873,3382.0
137935,243022.615234,8196296.965942,3528.0
137936,243022.615234,8196450.199707,3550.0
137937,243022.615234,8196525.996826,3482.0
137938,243022.615234,8196715.604248,3462.0
137939,243022.615234,8196786.412109,3436.0
137940,243022.623535,8196298.055786,3528.0
137941,243022.623535,8196519.397949,3494.0
137942,243022.623535,8196526.416748,3482.0
137943,243022.623535,8196617.001221,3464.0
137944,243022.623535,8196632.678467,3474.0
137945,243022.623535,8196786.002197,3436.0
137946,243022.623535,8196823.395752,3424.0
137947,243022.623535,8196999.595703,3404.0
137948,243022.623535,8197069.803711,3376.0
137949,243022.631836,8196606.802979,3468.0
137950,243022.631836,8196882.995605,3412.0
137951,243022.640015,8196436.512085,3550.0
137952,243022.640015,8196680.500244,3470.0
137953,243022.648315,8196053.75769,3530.0
137954,243022.648315,8196545.603516,3472.0
137955,243022.648315,8196624.449951,3474.0
137956,243022.648315,8196678.800537,3474.0
137957,243022.648315,8196698.597168,3466.0
137958,243022.648315,8197001.395264,3406.0
137959,243022.648315,8197016.402832,3404.0
137960,243022.656494,8196234.256714,3524.0
137961,243022.656494,8196432.012817,3548.0
137962,243022.656494,8196525.576904,3482.0
137963,243022.656494,8196565.199951,3476.0
137964,243022.656494,8196632.998535,3474.0
137965,243022.656494,8196750.398437,3454.0
137966,243022.656494,8196924.398438,3408.0
137967,243022.656494,8197016.402832,3404.0
137968,243022.664795,8196665.202881,3474.0
137969,243022.664795,8196666.402832,3476.0
137970,243022.664795,8196754.597656,3452.0
137971,243022.664795,8196872.19751,3414.0
137972,243022.664795,8197003.205078,3408.0
137973,243022.672974,8196437.271973,3550.0
137974,243022.672974,8196442.251099,3550.0
137975,243022.672974,8196526.796631,3482.0
137976,243022.672974,8196586.596436,3476.0
137977,243022.672974,8196678.530518,3476.0
137978,243022.672974,8196933.396973,3406.0
137979,243022.681274,8196526.996582,3482.0
137980,243022.681274,8196679.200439,3474.0
137981,243022.681274,8196998.795898,3402.0
137982,243022.689453,8196299.075684,3528.0
137983,243022.689453,8196451.699463,3550.0
137984,243022.689453,8196517.29834,3506.0
137985,243022.689453,8196555.71167,3474.0
137986,243022.689453,8196624.449951,3474.0
137987,243022.689453,8196637.197754,3472.0
137988,243022.689453,8196720.003418,3462.0
137989,243022.689453,8196950.00415,3404.0
137990,243022.689453,8196974.399902,3398.0
137991,243022.689453,8196994.596436,3398.0
137992,243022.697754,8196155.730225,3530.0
137993,243022.697754,8196520.227783,3492.0
137994,243022.697754,8196679.200439,3472.0
137995,243022.697754,8196683.199951,3466.0
137996,243022.706055,8196437.741821,3550.0
137997,243022.706055,8196678.270752,3478.0
137998,243022.706055,8197019.802246,3398.0
137999,243022.714233,8196518.86792,3496.0
138000,243022.714233,8196623.870117,3474.0
138001,243022.714233,8196624.549805,3474.0
138002,243022.714233,8196999.595703,3404.0
138003,243022.714233,8197069.203613,3376.0
138004,243022.722534,8196186.005005,3524.0
138005,243022.722534,8196448.540039,3550.0
138006,243022.722534,8196452.839355,3550.0
138007,243022.722534,8196493.802246,3526.0
138008,243022.722534,8196519.397949,3494.0
138009,243022.722534,8196633.398438,3474.0
138010,243022.722534,8196663.223145,3472.0
138011,243022.722534,8197000.995361,3406.0
138012,243022.730713,8196448.599976,3550.0
138013,243022.730713,8196624.599854,3474.0
138014,243022.730713,8196763.996094,3448.0
138015,243022.739014,8196659.403809,3468.0
138016,243022.739014,8196678.000732,3480.0
138017,243022.739014,8196679.470459,3474.0
138018,243022.739014,8197002.995117,3408.0
138019,243022.739014,8197020.602051,3396.0
138020,243022.747192,8196608.002686,3466.0
138021,243022.747192,8196698.99707,3466.0
138022,243022.755493,8196448.420044,3550.0
138023,243022.755493,8196700.396973,3464.0
138024,243022.755493,8196924.79834,3408.0
138025,243022.755493,8197016.692627,3404.0
138026,243022.755493,8197029.43042,3386.0
138027,243022.763672,8196155.120239,3530.0
138028,243022.763672,8196525.197021,3482.0
138029,243022.763672,8196622.400146,3466.0
138030,243022.763672,8196967.001221,3400.0
138031,243022.771973,8196741.399902,3458.0
138032,243022.771973,8196933.596924,3406.0
138033,243022.780151,8196495.671875,3524.0
138034,243022.780151,8196498.201416,3522.0
138035,243022.780151,8196659.203857,3468.0
138036,243022.780151,8196862.199219,3416.0
138037,243022.780151,8196996.996094,3400.0
138038,243022.788452,8196525.106934,3482.0
138039,243022.796753,8196515.598633,3508.0
138040,243022.796753,8196773.404297,3444.0
138041,243022.804932,8196524.996826,3482.0
138042,243022.804932,8196637.997559,3470.0
138043,243022.804932,8196924.898437,3408.0
138044,243022.813232,8196518.998047,3494.0
138045,243022.813232,8196605.003174,3470.0
138046,243022.821411,8196637.197754,3472.0
138047,243022.821411,8196770.404785,3446.0
138048,243022.821411,8197017.002686,3404.0
138049,243022.829712,8196493.002441,3530.0
138050,243022.829712,8196690.398682,3468.0
138051,243022.829712,8196783.092773,3438.0
138052,243022.829712,8196925.398438,3408.0
138053,243022.829712,8196925.79834,3408.0
138054,243022.837891,8196564.600098,3476.0
138055,243022.837891,8196681.800049,3468.0
138056,243022.837891,8196685.599365,3466.0
138057,243022.837891,8196924.998535,3408.0
138058,243022.837891,8196974.599854,3398.0
138059,243022.837891,8197000.395508,3406.0
138060,243022.837891,8197057.995605,3376.0
138061,243022.846191,8196186.234985,3524.0
138062,243022.846191,8196538.20459,3466.0
138063,243022.846191,8196679.600342,3472.0
138064,243022.846191,8196861.90918,3416.0
138065,243022.85437,8196608.322754,3466.0
138066,243022.85437,8196862.849121,3416.0
138067,243022.85437,8197010.803711,3408.0
138068,243022.862671,8196697.397461,3468.0
138069,243022.862671,8196804.599121,3428.0
138070,243022.862671,8196950.414063,3404.0
138071,243022.862671,8196974.799805,3398.0
138072,243022.862671,8196997.99585,3402.0
138073,243022.862671,8197019.9021,3398.0
138074,243022.870972,8196527.796387,3482.0
138075,243022.870972,8196633.678223,3474.0
138076,243022.870972,8196700.396973,3464.0
138077,243022.870972,8196745.979004,3456.0
138078,243022.87915,8196493.402344,3528.0
138079,243022.87915,8196529.196289,3482.0
138080,243022.87915,8196679.730469,3472.0
138081,243022.87915,8196709.995361,3462.0
138082,243022.887451,8196529.096191,3482.0
138083,243022.887451,8196934.196777,3406.0
138084,243022.887451,8197010.893799,3408.0
138085,243022.89563,8196519.997803,3492.0
138086,243022.89563,8196645.39624,3466.0
138087,243022.89563,8196679.000488,3474.0
138088,243022.89563,8196697.397461,3468.0
138089,243022.89563,8196916.0,3410.0
138090,243022.89563,8196975.599854,3398.0
138091,243022.89563,8197068.60376,3376.0
138092,243022.903931,8196248.164307,3526.0
138093,243022.903931,8196501.000977,3520.0
138094,243022.903931,8196518.598145,3498.0
138095,243022.903931,8196527.896484,3482.0
138096,243022.903931,8196528.796387,3482.0
138097,243022.903931,8196623.870117,3474.0
138098,243022.903931,8197011.003662,3408.0
138099,243022.912109,8196606.802979,3468.0
138100,243022.912109,8196622.000244,3466.0
138101,243022.912109,8196665.202881,3474.0
138102,243022.92041,8196493.802246,3526.0
138103,243022.92041,8196517.29834,3506.0
138104,243022.92041,8196519.997803,3490.0
138105,243022.92041,8196527.996338,3482.0
138106,243022.92041,8196926.208252,3408.0
138107,243022.92041,8196975.899658,3398.0
138108,243022.92041,8196997.795898,3402.0
138109,243022.928589,8196517.198242,3506.0
138110,243022.928589,8197017.252686,3404.0
138111,243022.93689,8196555.401611,3474.0
138112,243022.93689,8196861.599365,3416.0
138113,243022.93689,8196976.199707,3398.0
138114,243022.94519,8196162.509033,3528.0
138115,243022.94519,8196633.998291,3474.0
138116,243022.94519,8196690.398682,3468.0
138117,243022.953369,8196521.19751,3486.0
138118,243022.96167,8196587.196289,3476.0
138119,243022.96167,8196607.00293,3468.0
138120,243022.96167,8196668.202393,3478.0
138121,243022.96167,8196709.595215,3462.0
138122,243022.96167,8197018.202393,3402.0
138123,243022.978149,8196634.438232,3474.0
138124,243022.978149,8196681.000244,3470.0
138125,243022.986328,8196621.400391,3466.0
138126,243022.986328,8196794.200928,3432.0
138127,243022.986328,8197013.803223,3406.0
138128,243022.986328,8197034.799561,3384.0
138129,243022.994629,8196845.4021,3418.0
138130,243023.002808,8197019.802246,3398.0
138131,243023.011108,8196528.996338,3482.0
138132,243023.011108,8196680.000488,3470.0
138133,243023.011108,8196804.789063,3428.0
138134,243023.011108,8196997.795898,3402.0
138135,243023.011108,8196999.595703,3404.0
138136,243023.011108,8197013.803223,3406.0
138137,243023.019409,8196505.200439,3514.0
138138,243023.019409,8196637.197754,3472.0
138139,243023.019409,8196863.398926,3416.0
138140,243023.035889,8196295.996216,3528.0
138141,243023.035889,8196604.003418,3470.0
138142,243023.035889,8196608.602539,3466.0
138143,243023.035889,8196883.395508,3412.0
138144,243023.035889,8197030.200439,3386.0
138145,243023.044067,8196180.475952,3526.0
138146,243023.044067,8196498.401611,3522.0
138147,243023.044067,8196644.796387,3466.0
138148,243023.044067,8197058.605469,3376.0
138149,243023.052368,8196634.798096,3474.0
138150,243023.052368,8196680.100342,3472.0
138151,243023.052368,8196694.797852,3472.0
138152,243023.052368,8196845.302002,3418.0
138153,243023.052368,8196916.999756,3410.0
138154,243023.052368,8196926.598145,3408.0
138155,243023.060547,8196372.493042,3536.0
138156,243023.060547,8196517.698242,3504.0
138157,243023.060547,8196694.897949,3472.0
138158,243023.060547,8196699.596924,3466.0
138159,243023.060547,8196978.199219,3398.0
138160,243023.068848,8196511.999268,3510.0
138161,243023.068848,8196640.597168,3466.0
138162,243023.068848,8196804.999023,3428.0
138163,243023.077026,8196519.197998,3492.0
138164,243023.077026,8196624.0,3474.0
138165,243023.077026,8196694.797852,3472.0
138166,243023.085327,8196667.002686,3476.0
138167,243023.085327,8196694.997803,3472.0
138168,243023.085327,8196779.003418,3440.0
138169,243023.085327,8196844.602295,3418.0
138170,243023.093628,8196438.811646,3550.0
138171,243023.093628,8196976.999512,3398.0
138172,243023.101807,8196148.451416,3530.0
138173,243023.101807,8196518.338135,3500.0
138174,243023.101807,8196621.200439,3466.0
138175,243023.101807,8196694.797852,3472.0
138176,243023.101807,8196746.198975,3456.0
138177,243023.101807,8196759.996582,3450.0
138178,243023.101807,8196845.202148,3418.0
138179,243023.101807,8196950.803955,3404.0
138180,243023.110107,8196332.379883,3530.0
138181,243023.110107,8196498.401611,3522.0
138182,243023.110107,8196640.906982,3466.0
138183,243023.110107,8196697.997314,3468.0
138184,243023.110107,8196741.799805,3458.0
138185,243023.110107,8196977.999268,3398.0
138186,243023.118286,8196651.395264,3468.0
138187,243023.118286,8196680.200439,3472.0
138188,243023.118286,8196694.797852,3472.0
138189,243023.118286,8196977.799316,3398.0
138190,243023.118286,8196993.416748,3398.0
138191,243023.126587,8196483.604004,3542.0
138192,243023.126587,8196519.197998,3492.0
138193,243023.126587,8196680.000488,3472.0
138194,243023.126587,8196844.702148,3418.0
138195,243023.134766,8196495.802002,3524.0
138196,243023.134766,8196520.397705,3488.0
138197,243023.134766,8197000.395508,3406.0
138198,243023.143066,8196518.998047,3494.0
138199,243023.143066,8196675.401123,3482.0
138200,243023.143066,8196794.400879,3432.0
138201,243023.143066,8196805.808838,3428.0
138202,243023.151245,8196489.062988,3538.0
138203,243023.151245,8196518.8479,3494.0
138204,243023.151245,8196594.195068,3474.0
138205,243023.151245,8196773.654297,3444.0
138206,243023.151245,8196845.002197,3418.0
138207,243023.151245,8197017.402588,3404.0
138208,243023.159546,8196623.600098,3472.0
138209,243023.159546,8196721.603271,3462.0
138210,243023.167725,8196517.698242,3504.0
138211,243023.167725,8196519.997803,3490.0
138212,243023.167725,8196621.000488,3466.0
138213,243023.167725,8196641.197021,3466.0
138214,243023.176025,8196518.998047,3496.0
138215,243023.176025,8196525.996826,3480.0
138216,243023.176025,8196699.596924,3466.0
138217,243023.176025,8196700.996826,3464.0
138218,243023.176025,8196844.802246,3418.0
138219,243023.176025,8197002.195313,3408.0
138220,243023.184326,8196517.468262,3504.0
138221,243023.184326,8196519.797852,3492.0
138222,243023.184326,8196695.407715,3472.0
138223,243023.192505,8196520.787598,3486.0
138224,243023.192505,8196526.996582,3480.0
138225,243023.192505,8196669.002197,3480.0
138226,243023.192505,8196706.595947,3462.0
138227,243023.192505,8196707.195801,3462.0
138228,243023.192505,8196829.404785,3422.0
138229,243023.192505,8196997.795898,3402.0
138230,243023.200806,8196518.647949,3496.0
138231,243023.200806,8196519.5979,3494.0
138232,243023.200806,8196519.737793,3492.0
138233,243023.200806,8196603.003662,3470.0
138234,243023.200806,8196651.595215,3468.0
138235,243023.200806,8196688.798828,3468.0
138236,243023.200806,8196707.595703,3462.0
138237,243023.200806,8196707.995605,3462.0
138238,243023.200806,8196998.99585,3404.0
138239,243023.200806,8197019.502197,3400.0
138240,243023.208984,8196398.208618,3540.0
138241,243023.208984,8196518.998047,3498.0
138242,243023.208984,8196520.257813,3488.0
138243,243023.208984,8196706.695801,3462.0
138244,243023.208984,8196934.796631,3406.0
138245,243023.208984,8197020.802002,3396.0
138246,243023.217285,8196476.485229,3548.0
138247,243023.217285,8196519.397949,3496.0
138248,243023.225464,8196525.996826,3480.0
138249,243023.225464,8196701.396729,3464.0
138250,243023.225464,8196706.795898,3462.0
138251,243023.233765,8196492.202637,3532.0
138252,243023.233765,8196519.197998,3498.0
138253,243023.233765,8196519.467773,3494.0
138254,243023.233765,8196624.599854,3474.0
138255,243023.233765,8196669.802246,3482.0
138256,243023.233765,8197011.803467,3408.0
138257,243023.241943,8196408.956787,3542.0
138258,243023.241943,8196518.447998,3498.0
138259,243023.241943,8196518.998047,3500.0
138260,243023.241943,8196723.802979,3462.0
138261,243023.241943,8196755.357422,3452.0
138262,243023.241943,8196806.598633,3428.0
138263,243023.250244,8197020.002197,3398.0
138264,243023.258545,8196301.94519,3528.0
138265,243023.258545,8196532.895508,3468.0
138266,243023.258545,8196679.000488,3476.0
138267,243023.258545,8196996.996094,3400.0
138268,243023.258545,8196998.775879,3404.0
138269,243023.266724,8196459.148193,3550.0
138270,243023.266724,8196519.197998,3496.0
138271,243023.266724,8196637.997559,3472.0
138272,243023.266724,8196663.603271,3472.0
138273,243023.266724,8196695.797607,3472.0
138274,243023.266724,8197000.395508,3406.0
138275,243023.275024,8196505.020264,3514.0
138276,243023.275024,8196680.200439,3472.0
138277,243023.275024,8196829.504883,3422.0
138278,243023.283203,8196518.998047,3498.0
138279,243023.283203,8196524.197021,3482.0
138280,243023.283203,8196526.996582,3480.0
138281,243023.283203,8196644.616455,3466.0
138282,243023.283203,8196699.596924,3466.0
138283,243023.283203,8196723.103027,3462.0
138284,243023.291504,8196518.248047,3500.0
138285,243023.299683,8196518.068115,3502.0
138286,243023.299683,8196606.003174,3470.0
138287,243023.299683,8197017.402588,3404.0
138288,243023.307983,8196518.998047,3496.0
138289,243023.307983,8196529.996094,3480.0
138290,243023.307983,8196670.002197,3482.0
138291,243023.307983,8197011.893555,3408.0
138292,243023.307983,8197059.195313,3376.0
138293,243023.316162,8196508.129883,3512.0
138294,243023.316162,8196524.197021,3482.0
138295,243023.316162,8196540.804199,3468.0
138296,243023.316162,8196554.801758,3474.0
138297,243023.316162,8196679.800537,3474.0
138298,243023.316162,8196698.797119,3468.0
138299,243023.324463,8196518.197998,3502.0
138300,243023.324463,8196518.998047,3494.0
138301,243023.324463,8196683.199951,3466.0
138302,243023.324463,8196806.798584,3428.0
138303,243023.324463,8197059.395508,3376.0
138304,243023.332764,8196433.652588,3550.0
138305,243023.332764,8196518.048096,3502.0
138306,243023.332764,8196722.403076,3462.0
138307,243023.340942,8196515.238525,3508.0
138308,243023.340942,8196563.810303,3476.0
138309,243023.340942,8197059.595459,3376.0
138310,243023.349243,8196154.710327,3530.0
138311,243023.349243,8196518.998047,3492.0
138312,243023.349243,8196524.996826,3480.0
138313,243023.349243,8196529.496094,3480.0
138314,243023.349243,8196658.404053,3468.0
138315,243023.349243,8196774.004395,3444.0
138316,243023.349243,8197001.765381,3408.0
138317,243023.357422,8196439.831543,3550.0
138318,243023.357422,8196624.999756,3474.0
138319,243023.357422,8196724.012939,3462.0
138320,243023.365723,8196503.200684,3516.0
138321,243023.365723,8196518.998047,3490.0
138322,243023.365723,8196651.795166,3468.0
138323,243023.365723,8196771.004883,3446.0
138324,243023.365723,8196969.000977,3400.0
138325,243023.365723,8197012.003418,3408.0
138326,243023.373901,8196154.340454,3530.0
138327,243023.373901,8196432.522827,3548.0
138328,243023.373901,8196518.798096,3498.0
138329,243023.373901,8196545.68335,3472.0
138330,243023.373901,8196635.997803,3474.0
138331,243023.373901,8196829.604736,3422.0
138332,243023.373901,8196847.001709,3418.0
138333,243023.373901,8196998.595703,3404.0
138334,243023.373901,8197026.401123,3388.0
138335,243023.390381,8196519.997803,3488.0
138336,243023.390381,8196638.19751,3472.0
138337,243023.390381,8196806.998535,3428.0
138338,243023.390381,8196917.999512,3410.0
138339,243023.390381,8197019.002197,3402.0
138340,243023.398682,8196231.407227,3524.0
138341,243023.398682,8196295.466309,3528.0
138342,243023.398682,8196675.371094,3482.0
138343,243023.398682,8196699.99707,3466.0
138344,243023.398682,8196983.79834,3398.0
138345,243023.415161,8196154.620361,3530.0
138346,243023.415161,8196433.722534,3550.0
138347,243023.415161,8196517.998047,3502.0
138348,243023.415161,8196670.802002,3482.0
138349,243023.423462,8196475.505371,3548.0
138350,243023.423462,8196537.824707,3466.0
138351,243023.423462,8196623.330078,3470.0
138352,243023.423462,8196636.217773,3474.0
138353,243023.423462,8196638.997314,3470.0
138354,243023.423462,8196667.402588,3476.0
138355,243023.423462,8196774.404297,3444.0
138356,243023.423462,8196984.998047,3398.0
138357,243023.423462,8196999.995605,3406.0
138358,243023.431641,8196054.587524,3530.0
138359,243023.431641,8196519.797852,3488.0
138360,243023.431641,8196533.595459,3466.0
138361,243023.431641,8196691.998291,3470.0
138362,243023.431641,8196779.003418,3440.0
138363,243023.431641,8197024.001465,3390.0
138364,243023.439941,8196517.738281,3502.0
138365,243023.439941,8196527.996338,3480.0
138366,243023.439941,8197006.004639,3410.0
138367,243023.44812,8196607.802734,3468.0
138368,243023.44812,8196701.686768,3464.0
138369,243023.44812,8197018.002441,3404.0
138370,243023.456421,8196302.415039,3528.0
138371,243023.456421,8196641.376953,3466.0
138372,243023.456421,8197060.215332,3376.0
138373,243023.4729,8196511.999268,3510.0
138374,243023.4729,8196644.396484,3466.0
138375,243023.4729,8196696.397461,3472.0
138376,243023.481201,8196180.495972,3526.0
138377,243023.481201,8196499.201416,3522.0
138378,243023.481201,8196518.738037,3492.0
138379,243023.481201,8196523.99707,3482.0
138380,243023.481201,8196985.197998,3398.0
138381,243023.48938,8196651.995117,3468.0
138382,243023.48938,8197080.081787,3378.0
138383,243023.497681,8196301.825195,3528.0
138384,243023.497681,8196504.800293,3514.0
138385,243023.497681,8196724.202881,3462.0
138386,243023.522339,8196180.05603,3526.0
138387,243023.522339,8196433.792603,3550.0
138388,243023.522339,8196644.196533,3466.0
138389,243023.522339,8196807.198486,3428.0
138390,243023.53064,8196151.190918,3530.0
138391,243023.53064,8196440.991333,3550.0
138392,243023.53064,8196501.000977,3520.0
138393,243023.53064,8196518.998047,3492.0
138394,243023.53064,8196636.397949,3474.0
138395,243023.53064,8196928.197754,3408.0
138396,243023.53064,8197006.004639,3410.0
138397,243023.538818,8196524.996826,3480.0
138398,243023.538818,8196679.530518,3476.0
138399,243023.538818,8196698.797119,3468.0
138400,243023.547119,8196301.925171,3528.0
138401,243023.547119,8196554.381836,3474.0
138402,243023.547119,8196607.00293,3470.0
138403,243023.547119,8196643.996582,3466.0
138404,243023.547119,8196807.798584,3428.0
138405,243023.547119,8197015.302979,3406.0
138406,243023.547119,8197019.102295,3402.0
138407,243023.547119,8197043.998047,3380.0
138408,243023.555298,8196623.899902,3472.0
