density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
QV-C03-002-D0007,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,170.301296754,171.301296754,1.000000000,2.625550402
QV-C03-002-D0008,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,195.301296754,196.301296754,1.000000000,2.635852140
QV-C03-002-D0009,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,220.301296754,221.301296754,1.000000000,2.632700083
QV-C03-002-D0010,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,245.301296754,246.301296754,1.000000000,2.663725814
QV-C03-002-D0011,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,270.301296754,271.301296754,1.000000000,2.654452462
QV-C03-002-D0012,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,295.301296754,296.301296754,1.000000000,2.605227969
QV-C03-002-D0013,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,320.301296754,321.301296754,1.000000000,2.662015799
QV-C03-003-D0001,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,1.407742475,2.407742475,1.000000000,2.223328370
QV-C03-003-D0002,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,26.407742475,27.407742475,1.000000000,2.646963032
QV-C03-003-D0003,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,51.407742475,52.407742475,1.000000000,2.651639068
QV-C03-003-D0004,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,76.407742475,77.407742475,1.000000000,2.681433066
QV-C03-003-D0005,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,101.407742475,102.407742475,1.000000000,2.659274593
QV-C03-003-D0006,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,126.407742475,127.407742475,1.000000000,2.673761175
QV-C03-003-D0007,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,151.407742475,152.407742475,1.000000000,2.670953643
QV-C03-003-D0008,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,176.407742475,177.407742475,1.000000000,2.642299382
QV-C03-003-D0009,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,201.407742475,202.407742475,1.000000000,2.646667005
QV-C03-003-D0010,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,226.407742475,227.407742475,1.000000000,2.660968065
QV-C03-003-D0011,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,251.407742475,252.407742475,1.000000000,2.641992736
QV-C03-003-D0012,QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,276.407742475,277.407742475,1.000000000,2.624146361
QV-C03-004-D0001,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,19.061347225,20.061347225,1.000000000,2.633553528
QV-C03-004-D0002,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,44.061347225,45.061347225,1.000000000,2.606903758
QV-C03-004-D0003,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,69.061347225,70.061347225,1.000000000,2.632893330
QV-C03-004-D0004,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,94.061347225,95.061347225,1.000000000,2.657797768
QV-C03-004-D0005,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,119.061347225,120.061347225,1.000000000,2.633979233
QV-C03-004-D0006,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,144.061347225,145.061347225,1.000000000,2.651692916
QV-C03-004-D0007,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,169.061347225,170.061347225,1.000000000,2.658797349
QV-C03-004-D0008,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,194.061347225,195.061347225,1.000000000,2.617466683
QV-C03-004-D0009,QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,219.061347225,220.061347225,1.000000000,2.633159150
QV-C03-005-D0001,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,9.932234437,10.932234437,1.000000000,2.641373481
QV-C03-005-D0002,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,34.932234437,35.932234437,1.000000000,2.660595143
QV-C03-005-D0003,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,59.932234437,60.932234437,1.000000000,2.659247306
QV-C03-005-D0004,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,84.932234437,85.932234437,1.000000000,2.648257126
QV-C03-005-D0005,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,109.932234437,110.932234437,1.000000000,2.648963695
QV-C03-005-D0006,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,134.932234437,135.932234437,1.000000000,2.636439587
QV-C03-005-D0007,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,159.932234437,160.932234437,1.000000000,2.664895066
QV-C03-005-D0008,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,184.932234437,185.932234437,1.000000000,2.618810116
QV-C03-005-D0009,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,209.932234437,210.932234437,1.000000000,2.643506025
QV-C03-005-D0010,QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,234.932234437,235.932234437,1.000000000,2.662326174
QV-C03-006-D0001,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,11.984091382,12.984091382,1.000000000,2.667419132
QV-C03-006-D0002,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,36.984091382,37.984091382,1.000000000,2.660163294
QV-C03-006-D0003,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,61.984091382,62.984091382,1.000000000,2.673506917
QV-C03-006-D0004,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,86.984091382,87.984091382,1.000000000,2.679023771
QV-C03-006-D0005,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,111.984091382,112.984091382,1.000000000,2.638268228
QV-C03-006-D0006,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,136.984091382,137.984091382,1.000000000,2.689725764
QV-C03-006-D0007,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,161.984091382,162.984091382,1.000000000,2.630694228
QV-C03-006-D0008,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,186.984091382,187.984091382,1.000000000,2.623479867
QV-C03-006-D0009,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,211.984091382,212.984091382,1.000000000,2.622811388
QV-C03-006-D0010,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,236.984091382,237.984091382,1.000000000,2.647215660
QV-C03-006-D0011,QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,261.984091382,262.984091382,1.000000000,2.659030557
